id,lens_name,waveband,latent_total_lens_flux,latent_total_lensed_source_flux,latent_total_source_flux,magnification
29d58b4feb7a627868c724686b274720,sonnenfeld,vis,47.46629718974759,1.1899650223955949,0.1778664237179154,6.69021728509481
