id,lens_name,waveband,bulge_centre_0_max_lh,bulge_centre_1_max_lh,bulge_ell_comps_0_max_lh,bulge_ell_comps_1_max_lh
2894742528943e7aa562e5c93e19363a,EUCLJ174517.55+655612.5,vis,0.045894071978377624,0.01628648596209677,0.38894645368400593,-0.2489698778896322
