id,mass_einstein_radius,mass_einstein_radius_lower_3_sigma,mass_einstein_radius_upper_3_sigma
42a9ba6a22fe5e790adb7c943915e1c6,1.0032029927312618,0.9876631507271019,1.018763876454909
